总的多来说小米6抢购成功还是蛮高兴的           。。。。  本人在西藏，18号抢购成功的，26号京东成都30号准备出库，7月3号到手。主要是等得太久发货，京东快递到西藏又运了7天。          本人到手的小米6没见漏光，后盖能插A4纸是真，不过本人能接受。跑分目前未跑。目前已升级系统，本人连接tplink  wdr5620路由器未曾出现断流。照相比麦芒5稍要清晰些。己买了手机套保护后盖玻璃，屏也己护上钢化膜。目前未玩大型游戏未有发热，已充过电，在剩百分之二十上充的只用了六十多分钟。最后愿我的手机愿相伴我多些时间前后玻璃都不坏掉。,,2017-07-04 13:10:37,来自京东Android客户端,6GB 64GB,亮黑色,银牌会员
看到小米6时，先是被小米6的颜色吸引，尤其是蓝色版本的，在过线充足的情况下，映射出的颜色非常绚丽。虽然没有金属机身，而是用陶瓷和玻璃代替了，但是呈现出来的观感更加强烈。　国内首发骁龙835处理器，6GB的运存，取消了耳机借口，不可按压式的home按键，5.15英寸1080P屏幕，3350毫安时的大电池，支持3.0 18W快充，type-c的接口，支持日常级别的防水，这一次小米6还配备了立体扬声器，让你看电影打游戏更有代入感。可以说小米6是目前国内性能、配置、拍照最好的一部手机了，而且价格也控制的很好，预售价2299元的价格非常具有性价比。,,2017-11-21 14:08:39,来自京东Android客户端,4GB+64GB,亮蓝色,钻石会员
"先说优点。手机大小合适，比5.5寸更适合单手操作，握持也很舒适。外观设计圆润，性能很好，拍照的效果也非常不错，这些都非常满意。
再说注意事项。陶瓷后盖太滑，还没来得及套上赠送的胶套，我昨天随手把手机放在浴缸边缘上，只有一点点感觉不到的斜度，结果大约十秒钟后微信信息引发手机振动，手机迅速侧滑摔到地上。幸好手机没有受伤，不然就该哭了。提醒各位，一定要先套上胶套再使用。
最后说缺点。这是我第一次给自己买小米手机，可能是操作不熟悉的原因，感觉小米操作系统还欠缺一点火候，无法快捷开关GPS，GPS的开关方式隐藏太深，这是耗电大户，平时不导航的时候没有用，需要关掉，操作非常不方便；没有找到解散应用群的方法，在对应用重新建群的时候不方便；进入一个应用群后，不能快捷切换到另一个群，必须退出来再进另一个群，在调整群中的应用时非常不方便。
其他的优缺点在今后的使用过程中再补充追评。图中的绿植是用新手机拍摄的。",,2017-11-19 11:58:29,来自京东Android客户端,6GB 128GB,陶瓷黑,钻石会员
用了一天来评价下：因为6g的实在没货，只能买4g版的，开始怕内存不够用实际用起来，重启大概有2.1g剩余，用一会清完内存大概1.6-1.8g那样，跑分的话是17.2w。存储的话是2.0的峰值就450＋相比2.1还是差很多啊。蓝色太容易沾指纹了，玩一会满屏指纹，再者漏光问题我这部没发现，后壳接缝听说a4塞得进去，开始以为很大的缝隙，实际拿到手也还好，不是很明显，a4硬塞可以进。还有一个，第一次打开盒子手机屏幕上竟然有灰尘怀疑是不是双11退货机，但试用没啥问题就没追究。相机方面满足日常需求夜晚噪点较多。温控方面很不错，连续玩了5-6把王者荣耀没觉得温，小米6温控还是不错的。电池方面昨晚12点充满电拔起，玩了十来分钟关机睡觉下午4点，具体使用时间看图，大部分是看uc新闻，刷刷段子，中午一盘王者荣耀。电量剩余50%，正常玩一天应该没问题。,,2017-11-28 16:40:38,来自京东Android客户端,4GB+64GB,亮蓝色,金牌会员
首先这个手机就是目前除了摄像和HiFi方面最好的国产手机，没有之一。优点太多，1，满血835，6GB，64GB。优势就在于6GB和64的搭配。懂的人自然懂，32GB太小4GB一年内必将拖累性能，目前还没有835不满血的。因为835功耗太好了，简直就是9代显卡到10代的飞跃。1060不输980的飞跃；2，2.1UFS本来不是啥，关键某些厂家竟然在年度旗舰用emmc5.1这一对比又是优势，至于这俩存储区别，手机用一年835不再是旗舰就很明显了；3，1尼特的屏幕，简直是小说党，被窝的福音，不谈别的就这一点完虐任何屏幕，晚上玩手机最暗屏幕；4，自带手机软壳，要知道这个壳不贵，但是到网上买就贵了，不谈别的，你可以先用一个壳试一试手感，然后用久了再换个性壳。目前这个壳不会褪色，不会坏，手机按键完美匹配；5，5.1寸手机，有多少人不喜欢5.5而是喜欢小一点的，不多说；6，红外，NFC，正面指纹，摄像头全平综合考虑都是优势。,,2017-07-12 09:38:02,来自京东Android客户端,6GB 64GB,亮黑色,PLUS会员
非常好用，第一次用安卓系统的手机，老公推荐的小米真心不错，看功能不亚于我一直用的苹果，以后就用小米了，唯一美中不足的有点重，不过用用应该就习惯了，还有耳机需要转换头才能用，这一点希望以后能做到跟苹果一样就好了,,2017-11-16 13:17:50,来自京东iPhone客户端,4GB+64GB,亮蓝色,金牌会员
抢到之后，半天就发货了。刚拿到快递时，包裹已经有点变形了，里面还哐哐响，只有一部手机和一张发票，没塞别的东西，还好手机没事。手机拿出来之后惊艳到我了，太漂亮了，手感不错，就是镜头和对角的位置的缝隙有点大，不在意的话还是不影响使用的，虽然我也有点强迫症，看着是有点难受，但我还是可以接受的，人无完人嘛，做工还是有待加强的。开机之后，打开一两个软件温度还是可以的，但是再多开几个或打开相机，温度就会上升到42℃左右，关机充电时背面温度会有44℃左右，有时会升到46℃，不至于烫手，能拿得住，但挺热的。电池挺耐用的，冲的挺快。指纹解锁有时会不灵敏，解锁速度快。屏幕正面有疏油层但不防指纹，不知道是不是我手的原因。手机挺耐磨的，目前还没有发现明显的划痕。WLAN目前还没察觉到有什么问题（不经常用）。毕竟这样的价格，这么高的配置，感觉还是挺不错的一部手机。以上就是我用了两天之后的一个感觉，打了这么多字，就是供想买还没买到的人一个参考。,,2017-07-23 17:06:21,,6GB 128GB,陶瓷黑,银牌会员
手机这几天用起来还不错，续航时间长。反应速度灵敏。就是有一次相机居然无响应。其他的都还行吧，挺值得购买的一款手机。,,2017-11-28 19:17:29,来自京东Android客户端,4GB+64GB,亮蓝色,金牌会员
小米6 很好 之前抢过黑色的 白色的抢手 只可惜我买荣耀9的时候 小米6白色还没出 手上有了魅海蓝 荣耀9就没有自己用这部小米6 出给需要的朋友了 上图 不是本人拍的 声明一下 手机很好，性能强 拍照在这个价位已经不错了 全系ufs2，1左右 比华为良心 有了miui9的加持也是非常的流畅 听说比1加5还快一些了 很推荐 大家购买 而且835 是10nm工艺制程 省电 充电 也不慢 qc3，0 将近18w的快充 好评,,2017-08-02 16:43:59,来自京东Android客户端,6GB 64GB,亮白色,PLUS会员
昨天早上起床用手机打开京东，看看关注的东西有没有降价，然后一如既往看一下自营的米6亮蓝版，反正都抢了几个月了还是没抢到，就看看而已，没想到看到了加入购物车，没有犹豫马上拍下付款，成功！！！我想25号好像没有开抢吧，怎么会有货，奇怪了。反正不管怎样，京东第二天就送到我手上，兴奋。虽然不是每一代小米手机都买，用了八台小米手机，从一代小米1S电信青春版，红米note 1S，小米4电信，小米note女神版，小米5S Plus，小米note2，小米MIX黑金尊享版。到今天的小米6亮蓝版。如果8月3日众筹的亮银探索版也能这么幸运就好咯！小米加油，雷军加油！,,2017-07-26 23:21:23,来自京东Android客户端,6GB 128GB,亮蓝色,PLUS会员
手机性能非常强，17万5，MIUI9优化不错。11月新机，比荣耀9高一个档次，十五个后台之内运行不杀后台，与6G没有多大的区别，各方面硬件属于高水准，都比较满意。最不满意是京东自营平台，8号10点预定，到19号到货，期间我不知说多少回发货，耐心都磨光了，最后打电话过来反应，才发货。。。。,,2017-11-22 20:42:50,来自京东Android客户端,4GB+64GB,亮蓝色,银牌会员
非常好，，速度速度速度非常快，比以前买的小米5好用多了，非常满意的一款手机，非常满意的一次购物，下次还会再来，感谢京东有这么好的货，已经回购很多次了,,2017-11-23 12:47:56,来自京东Android客户端,6GB 128GB,陶瓷黑,PLUS会员
"抢了80多天才抢到，不容易啊。
1.配置为当前顶级，价格只有别的同级手机的一半，所以性价比绝对是最高的。
2.电池的闪充很给力，充电一个半小时，就能用两天。
3.指纹识别对手机支付、隐私保密等都有实用价值。
4.大内存，反应速度很快；大容量的硬盘，可以安装很多软件和下载、收藏很多资料，是个袖珍个人电脑。
5.外观无所谓，屏幕显示很不错，清晰度很高
6.相机只要能用于扫一扫，300W像素就足够，可以大大节省成本。
7.bug：网上说的bug，wifi断流、充电重启，两个半月以来没有遇到，但有个bug就是，重启之后自带日历小工具不见了（其他自带小工具没太注意，因为自己只用日历小工具），第三方小工具也不见了，只有重装软件才行，但重启后就又不见了，这个是比较讨厌的
8.系统：系统运行还算很流畅，偶尔会有卡的情况。另外，小米系统自带很多广告，多说虽然可以关掉，但体验不好。
总体来说，性能还是比较强大的，性价比还是很高的，对小米6还是很满意，希望能在5G时代还能用上它。",,2017-11-16 15:22:12,,6GB 64GB,亮黑色,金牌会员
早上10点买的，下午3点就到了，京东的速度真的是没得说。接下来，说一下体验。新入手小米6陶瓷尊享版，体验真的很不错。外观华丽，配置高。体验速度很快。但是安卓的毛病还是这样，6G运存占用了3G。事实证明，安卓这个系统的手机必须随着软件的需求，不断提高运存。不过6个G起码还有3个G可以用嘛。小米6反应很快。用起来各方面都很不错。还有一个值得提的，人脸解锁很不错。亮屏扫脸就解锁，和iPhoneX一个体验，但是遗憾的是，人脸解锁目前不够完美，有时候角度有所影响，会提示人脸不匹配，还有一点就是在环境不够亮的情况下，识别不到。总之，希望小米一直红红火火，也希望我最最最爱的东东一直生意兴隆。支持！！！,,2017-12-02 10:51:23,来自京东iPhone客户端,6GB 128GB,陶瓷黑,PLUS会员
货已经收到了，拆开包装也挺好的，就就等用下来的情况，看看怎么样？是不是和网上大家网友所说的一样好双11费好大劲儿，预约订购一台，是不是像用的神机一样啊？期待期待今天用了一会儿啊，好像，没有之前的用上方便，应该是习惯问题吧,,2017-11-18 16:26:17,来自京东Android客户端,4GB+64GB,亮蓝色,银牌会员
我这辈子用过的最玄学手机，发货慢就算了，到手两天半，手机就放在笔记本上，上一秒还在聊微信，插了个电一旁用电脑办公，睡觉前准备调个闹钟然后发觉手机亮不了屏了，本来就很气了，结果售后一个主板进液告知无法换货，原物退换拿来搪塞我，问她是不是手机进水她也不知道怎么回事，换个主板千把块，退回给我维修主板估计也是几百块，你说进水吧这手机压着我Mac，手机进了水我笔记本怎么会没事？你说泼溅进水吧，米6开放性孔洞无非就是音响和type-c手机下边那一排，从那进水按键灯指纹感应器都没事，只有主板中**了，这说不过去吧，我iPhone坏了买台米6急用，才用了几天手机功能都没摸透就把手机泡水里？你售后怕吃亏不想处理你可以把话讲明把牌摊清楚，顶多算我人品不好在京东这买了台报废米6，现在你一句主板进液来敷衍我，天知道售后有没有自己做手脚，好吧你都有本事检测出来了有问题不能保修，那你能不能帮我维修了，维修费我出？一个售后如果不能解决产品问题方便客户体验，那好歹不要再添麻烦了吧，出个差回来放假我还得自己找地方掏腰包修手机，这一整估摸着又要一个月，到头来我还是要再买多台手机急用。,真的是套路，按着这法子，但凡售后返修都可以以此为理由拒绝保修，妙哉妙哉,2017-10-03 01:20:43,来自京东iPhone客户端,6GB 64GB,亮黑色,金牌会员
小米6陶瓷尊享版。因为用过MIX陶瓷版。所以对陶瓷这种工艺还是比较喜欢的。第一感觉拿在手上好重啊，呵呵。摸着就像是一块玉一样。这种手感真的和那些玻璃金属啥的材质真的很不一样。而且小米6背面又是曲面的，衔接部分做工挺好。所以一点割手的感觉都没有比MIX那种方正的感觉要舒服太多（虽然MIX也是陶瓷版）。两个陶瓷版拿在一起，真的太美了。小米6上下真的很协调好看。同样的5.15寸屏幕但是整机身比荣耀9小，甚至比荣耀8还小上一点。整机的流畅运行速度挺给力的，不愧是835处理器，安装软件的速度挺快的。照相方面比较以前的好了不少，这次添加了4轴光学防抖，确实给照片成像方面和拍摄视频提升不少，对比一部分没有光学防抖的手机好上不少。还有镜头边上拿金色的圈圈真的挺好看，MIX一代的也是，好看。续航方面我这块玩游戏肯定的，在用用其他软件啊，聊聊天啊打电话啊发短信啊。反正一天下来早上到晚上下班8点，还剩下25％的电量,,2017-11-17 10:33:23,来自京东Android客户端,6GB 128GB,陶瓷黑,PLUS会员
外观漂亮  运行速度快  这个机器不错  好评！喜欢的朋友可以入手  蓝色太好了,,2017-11-16 22:01:49,来自京东iPhone客户端,4GB+64GB,亮蓝色,PLUS会员
手机正在使用中，昨天下单，今天早上就到了，真是神速，手机也挺漂亮的，不过因为用的一个手机，还真没办法拍照片啦，打了这么多字，证明真的很好用！只能为大家看看拍照功能了，仅供参考！,,2017-11-27 11:39:57,来自京东Android客户端,4GB+64GB,亮蓝色,银牌会员
帮别人买的，手机很不错，大小适中，手感很好，也很流畅，不过可惜我不用这台手机。,,2017-11-12 16:39:53,来自京东iPhone客户端,6GB 64GB,亮黑色,PLUS会员
我觉得吧，都说这个好那个坏的，想买这个看看评价犹豫了，要买那个一看评价犹豫了，其实别听别人的，喜欢就买，我用着挺好的。没毛病,,2017-11-20 18:20:59,来自京东iPhone客户端,4GB+64GB,亮蓝色,PLUS会员
拍照也很不错，很清晰，像素很高 我不知道续航怎么样，总之我和我朋友从上午10点玩到下午三点半还有2%的电量（刚开始的时候手机有90%电量）然后就待机给我去超市微信支付买了一条烟 屏幕显示很好，不伤眼睛。果然是护眼屏，在阳光下也看的清清楚楚，赞一个 运行很流畅，一开机就下载了王者荣耀，天天飞车，等等多款的腾讯大型手游，运行畅通无阻，杠杠的 双摄像头和后盖平行，挺不错的。手机大小一个手拿着也刚好，指纹解锁挺快的，我是第一次使用指纹解锁，很不错哦。再有一个就是，我和我朋友玩一个下午王者荣耀，发热现象几乎为零，这一次的骁龙835发热控制的很好，我朋友的是三星，玩了一两把手机发热现象严重，他想摔手机，还好我拦住了他,越用越爱不释手了，同事看了都说想买！,2017-05-03 20:01:01,,6GB64GB,亮黑色,PLUS会员
以下评价全凭良心，不吹不黑。先说说京东吧，还是一如既往的快，小米6白色的到现在还要抢，本来都打算买黑色的了，昨天凌晨抱着试试的态度谁知抢到了心中的白色?！11月1号00时00分12秒下单成功，11月1号16时30分左右就送到了。手机入手一天了，从以下几个方面说说小米6。1、外观是非常养眼的说是小米的颜值代表也不为过，下面有图片为证。2、性能:骁龙835快到闪电，拿到手机的系统还是MIUI8点几，需要自己升级到MIUI9。3、拍照:拍照这方面是小米的短板，虽然说是双摄，但感觉比三星和苹果还是差一点。4、做工:小米的做工就不想说，跟外国货就不比了。比国产手机华为、OPPO、vivo都要差，网传手机的后盖可以插A4纸，我也中标了而且是有3个角可以插A4纸。有图有真相！,,2017-11-02 16:41:23,来自京东Android客户端,6GB 64GB,亮白色,金牌会员
还是miui好用 不杀后台，秒切应用秒解锁,,2017-11-25 17:47:21,来自京东Android客户端,6GB 128GB,陶瓷黑,金牌会员
新到的，就用兔兔测了一下，176000的跑分，王者高帧率没问题，别的也没来的急看，用用再说,,2017-11-30 13:49:43,来自京东Android客户端,4GB+64GB,亮蓝色,金牌会员
"昨天抢到的，陶瓷尊享版，不黑不粉，手机入手很惊艳，个人感觉不输s7，略微不及s8。当前用华为mate9，对比系统各有春秋，用了一天个人觉得华为系统更胜一筹，小米接着芯片的硬实力，运行确实飞快。
外观，漂亮，秒杀当下各段位手机，仅次于s8。这部没发现有形容缝隙插a4那么夸张，很贴合。手机大小刚好，适合单手操作，原来那部mate感觉好大。
屏幕，分辨率还可以，这部可能很幸运，未发现斜纹。护眼屏看小说利器。
芯片，不能拆机看，花说835处理器感觉很给力吧。
系统，小米系统优化还可以，第一次用小米，没见到形容所谓大批量广告。真心讲，华为和小米都是成熟的系统了，个人认为华为更方便服务于使用者，当然小米系统也够用，一个快字秒杀一切。6g内存是不小，日常可用的不足3.5g不知道那么多内存都哪去了？可能更新完mi9系统会有改善吧，不卡就行剩1g也没关系。
价格，当下性价比最高的骁龙835手机，没有之一。
待使用一段时间再来评价，一天使用，感觉不错。
强调一下吧，外观超赞，入手很舒服这个感觉，很多手机望尘莫及，虽然是第一次买小米，当下你很满意。",,2017-11-10 23:23:23,来自京东Android客户端,6GB 128GB,陶瓷黑,钻石会员
已经使用几天了，运行速度流畅，玩大型游戏无卡顿，！充电也快，没有不足地方,,2017-11-23 08:58:33,来自京东Android客户端,4GB+64GB,亮蓝色,金牌会员
抢了三个月终于抢到了，只要手快肯定能买到。米6真的很不错，尤其是亮蓝色，背面的确就像一面镜子，且MIUI系统符合中国人的使用习惯，并没有出现网上所说的硬件或者软件上面的任何毛病，总体来讲非常让人满意。快递小哥淋着雨送来真的很辛苦，早上六点下单下午五点半就送到了，快递满分。,小米6变焦双摄，拍人更屌。,2017-06-19 22:40:13,,6GB 128GB,亮蓝色,金牌会员
小米6手机亮蓝色漂亮，miui9系统好用，这是第6台小米手机了，忠实米粉,,2017-11-25 23:34:17,来自京东Android客户端,4GB+64GB,亮蓝色,金牌会员
好好，听歌是三D的，照相可以，速度很好，特别好！！！,,2017-11-19 23:14:09,来自京东Android客户端,4GB+64GB,亮蓝色,银牌会员
手机很漂亮手感超好上网也很快，特别喜欢.我一直是小米的忠实粉丝,,2017-11-18 21:48:11,来自京东Android客户端,4GB+64GB,亮蓝色,银牌会员
虽然三等奖，但是很满意了，电池续航随便一整天！陶瓷的手感非常棒！系统超级流畅，快到你怀疑人生。 开始指纹开锁失灵，格式化了好了，用了半个月了再没发现什么问题！第一次上小米的船，没有翻！,,2017-11-17 17:14:55,来自京东iPhone客户端,6GB 128GB,陶瓷黑,PLUS会员
居然有这么好的手机，差点就信了opoop   r11 还好买了它,,2017-11-30 19:47:45,来自京东Android客户端,4GB+64GB,亮蓝色,钻石会员
双十一的冲动消费的结果了。大致还行了，希望这台小米能耐用点了。,,2017-12-01 09:46:41,来自京东Android客户端,4GB+64GB,亮蓝色,钻石会员
哈哈不错不错很喜欢，亮蓝很好看，很亮眼啊，后面可以当镜子用了?，手机摸着手感很好，喜欢不带套的感觉?，感觉低配版够自己用了,,2017-11-20 09:32:47,来自京东Android客户端,4GB+64GB,亮蓝色,PLUS会员
还是可以，比想象中的好，就是后盖确实粘指纹，,,2017-11-27 16:53:34,来自京东iPhone客户端,4GB+64GB,亮蓝色,金牌会员
东西很好啊没有你能说的问题,,2017-12-01 11:23:01,来自京东Android客户端,4GB+64GB,亮蓝色,银牌会员
