第二次购买ipad。  之前的是air呵呵。  一点也不卡4年了，感觉旧了又买了一个,2017-11-01 16:21:10,来自京东iPhone客户端,128G WLAN版,金色,企业会员,
一起买好多东西，囤货中，这平板挺好，学校学习用，不错，有优惠继续回购&hellip;&hellip;继续再来,2017-11-14 15:01:11,来自京东iPhone客户端,128G WLAN版,金色,钻石会员,
这是我第一次买iPad，也是第一次用苹果的产品，不得不说苹果的系统就是好用，游戏玩的也非常的顺畅，吃鸡很爽，嗯好评,2017-11-11 23:50:29,来自京东Android客户端,128G WLAN版,金色,PLUS会员,
从这个ipad刚出来就想买了，一直忍住没买，因为没有契机，没有理由，后来等水果x，抢了n波实在抢不到，回想下手机至少要用3，年，那好把，想下其实水果8和x其实就区别于解锁方式和交互方式，最重要的处理器是一样的，而且oled会烧屏，处女座的我还是选择了8，遗憾的是少了装x的功能。后来由于上班需要办公，无奈电脑太菜，需要一个过渡期，用一会就可以了，迷上了微软的本本，炫酷，无奈价格拒人千里之外，最后还是想到了pad，加个蓝牙键盘，格外炫酷，淘汰下来果断3年视频娱乐无压力。,2017-11-17 15:28:22,来自京东iPhone客户端,128G WLAN版,金色,PLUS会员,
外观有明显的划痕，只要不影响使用，这就算了，希望硬件不要有什么问题。,2017-11-09 11:10:54,来自京东iPhone客户端,128G WLAN版,金色,金牌会员,
收到货品用了已经半个月了，一点问题也没有。本来一直纠结怕会中头彩收到个有问题的，还好没像其它买家那样有划痕什么的，日期还挺新的。家用电器，手机平板什么的还是在京东买比较放心，之后家里装修，准备到这大采购，支持东哥！,2017-11-20 13:10:47,来自京东iPhone客户端,128G WLAN版,金色,银牌会员,
这款pad我有很多话要说！记得那是一个阳光明媚的早晨，叮咚一条短消息印入我的眼帘：您好，尊敬的京东用户，京东快递员已在路上，请注意查收。喜悦，兴奋，激动，一腔热血涌向心头，我知道，我的pad要来了。不一会，快递小哥送来了快递，我迫不及待的打开了我的pad，查激活码，查看外观，按下开机按钮，一步步设置，一切一切都是这么紧张有序，开心刺激，直到连上自己wifi按下下一步时。我怔住了，貌似屏幕上有一个小黑点，我慌忙用手去擦。擦！擦不掉。我恍然大悟，我特么遇到坏点屏了。我以为还没激活，就赶紧提出换机（机器用着还是不错的，速度快，屏幕也没这么不堪，确实有点轻微的反光，看个人需求。我绝对最大的吐槽点就是容易脏），售后服务上说自己没激活。过一会售后人员给我打电话，跟我说我已经激活了，连上wifi点下一步，就激活了（我好像确实连上wifi点下一步了），所以不能七天无理由退换，说要拿回去检测（换是可以换，但是要检测的时间，光检测就要3到7天。）。我特么慌了，于是各种查，结果发现网上一边倒的说这是我东的套路，为了拉长时间好扯皮。我特么更慌了，跑遍本市几个维修点，天才吧，都说七天以内找经销商（未完待续）,2017-06-12 00:09:52,来自京东Android客户端,128G WLAN版,金色,PLUS会员,他们不管。我特么更加慌了，不是我矫情，我花钱买享受，这坏点不影响操作，影响心情啊。网上还有人说一个坏点不给换，我去厦门中华城那边的维修点，也说他们那里三个点才给换（口气看着就不对劲，这里极度吐槽！！！）。我也没搭理他，反正还是看京东吧，不给换算了，当初都绝望了。就找天才吧给开了个售后检查单据，跟京东客服报备一下说我也有检查，他说他们还是要检查一下有没有人为损坏的问题，我想想也有道理。过一天就让京东小哥来拿货了。货送走了，更折磨，有种恰似一群太监上青楼，剪不断，理还乱的感觉。害怕，恐惧，不信任，一腔热血从心中涌向喉头。要吐血了都！基本上有空就掏出手机看看进度。终于，那是一个下雨天，天阴沉沉的，我下意识觉得，今天有大事发生。果然，晚上九点的时候，美东给我发来了祝贺信息，祝福我换机成功，特么开心死了。本来讨厌下雨的天空，直到听见京东说恭喜！嘿嘿嘿。（前后收获用了两天，处理用了一天，处理速度杠杠的）但是特么还是很慌，万一送来一个更多坏点的呢？！事实上，在下多虑了！完美屏！完美屏！完美屏！开心，快乐，爽，一腔热血再次冲上心头，感谢父母，感谢电商，感谢京东，感谢国家，感谢这个美好的时代！！！
东西相当满意，查询了序列号是新的，以后我也可以吃鸡了,2017-11-07 21:41:28,来自京东Android客户端,128G WLAN版,金色,PLUS会员,
"一直都在关注这款ipad, 京东活动力度大，购物放心，所以活动期间立刻拿下了。128g容量大，可以安心下载，更新。屏幕反光在可以容忍的程度，总体性价比高，非常满意。",2017-11-22 17:25:10,来自京东Android客户端,128G WLAN版,金色,PLUS会员,
今天刚收到 看着不错 不过什么都不送就有点抠了。。先用着再说,2017-11-05 00:29:59,来自京东Android客户端,128G WLAN版,金色,PLUS会员,
不错可以，刚到在使用一段时间看看,2017-11-07 18:03:04,来自京东Android客户端,128G WLAN版,金色,银牌会员,
很酷，很值得，看视频玩游戏特爽。美爆了,2017-11-12 15:10:24,来自京东Android客户端,128G WLAN版,金色,银牌会员,
不错，屏幕感觉和mini2差不多，大了很多，手感有点割手，还是应该带个套。价格还行，这次买了128g，再也不担心容量不够用啦！,2017-11-16 18:58:21,来自京东iPhone客户端,128G WLAN版,金色,PLUS会员,
第一次在京东购物，很满意，刚开始很犹豫，打苹果售后，决定购买，回来很满意，激活后就查了，是订货的时间，很愉快的购物,2017-11-12 11:31:57,来自京东iPhone客户端,128G WLAN版,金色,银牌会员,
赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞物流快，服务好，质量好。不等双11现在也合适。,2017-11-10 18:40:24,来自京东Android客户端,128G WLAN版,金色,金牌会员,
不错，京东自营，发货快，双11价格优惠，值得购买。,2017-11-09 15:53:41,来自京东iPhone客户端,128G WLAN版,金色,钻石会员,
很棒的，就是比*贵100多，但是相信京东的品质和服务，所以选择了京东。,2017-10-05 20:47:30,来自京东Android客户端,128G WLAN版,金色,银牌会员,
是不是正品这个不用问 信得过就买买。手感不错 就是吐槽一点 拿着就像拿块砖头一样 其他都ok,2017-11-15 01:40:53,来自京东iPhone客户端,128G WLAN版,金色,金牌会员,
宝贝收到了，苹果的质量一如既往的好，孩子很喜欢，买来是为了孩子学英语，真的很方便！学习更认真了！,2017-11-28 20:07:40,来自京东Android客户端,128G WLAN版,金色,金牌会员,
我的上一个iPad。家里三台空调，抽油烟机，苹果的手机，电饭锅，微波炉，烤箱太多太多，从大家电到小家电，都是在京东买的。    我对京东完全百分之二百的信任。希望永远不要出现假货之类的事情。我会是一辈子的忠粉,2017-11-10 09:39:39,来自京东iPhone客户端,128G WLAN版,金色,PLUS会员,
东西挺好的，轻薄。使用很顺手，刚好赶上搞活动，物美价廉。值得买，虽然不是新款的，但还是好！,2017-11-16 17:48:02,来自京东iPhone客户端,128G WLAN版,金色,银牌会员,
平板不错！电池可以！查了序列号，应该是正品！物流也很快，满意的一次购物,2017-11-07 12:05:20,来自京东iPhone客户端,128G WLAN版,金色,银牌会员,
第一次买平板，好多功能还没有搞明白呢，苹果平板确实别具一格,2017-11-13 22:38:06,来自京东Android客户端,128G WLAN版,金色,PLUS会员,
已收到 完美品质 主要是京东快递 太给力了 我早上交的钱 晚上就到了,2017-11-01 17:48:59,来自京东iPhone客户端,128G WLAN版,金色,PLUS会员,
蛮好的，用着没啥缺陷。就是没耳机的啊？还有就是没有保护套。电比苹果手机好用多了，充一次电可以用两天。我还看视频，听歌，网购。,2017-11-07 12:01:35,来自京东iPhone客户端,128G WLAN版,金色,PLUS会员,
看视频确实很爽 玩了几天iPad 总觉得手机屏幕变小了！,2017-11-15 13:58:46,来自京东iPhone客户端,128G WLAN版,金色,金牌会员,
挺好的，上午下单上午就到了，用了一段时间长评价，是正品，冲一次电可以用好久，闲得无聊可以和Siri聊天，哈哈哈，一直用苹果的产品，挺好用的，大爱，请大家放心购买,2017-11-28 08:13:04,来自京东Android客户端,128G WLAN版,金色,银牌会员,
非常好真不错喜欢习惯服务态度好,2017-11-22 21:20:19,来自京东Android客户端,128G WLAN版,金色,PLUS会员,
可以  清晰  绝对是正品 京东快递  就是快,2017-11-17 09:33:01,来自京东iPhone客户端,128G WLAN版,金色,银牌会员,
还可以，刚用以后追评，乐视卡过期了京东咋回事,2017-04-19 14:47:34,来自京东Android客户端,128G WLAN版,金色,PLUS会员,
打折买的，挺划算，128g是正品验过,2017-11-22 21:28:23,来自京东iPhone客户端,128G WLAN版,金色,金牌会员,
实体店看的3488元，一直犹豫了很久不知道买不买，后面看到活动，3088元，便宜了400大洋！就果断支付了！用的京东白条分期免息付款！买来给女朋友玩的！哈哈?！第一次买苹果产品，想买手机，还是忍住了，没买，买了ipad送给女朋友玩！用着不错！电蛮耐用！屏幕也很大！好评！,2017-11-30 23:57:28,来自京东Android客户端,128G WLAN版,金色,银牌会员,
苹果2017年新iPad，上学用的，充一次电能用很久，京东经常有活动价，过几天看了一下价格又降了一百块。苹果平板，质量真的不错，128G 的容量，都用不完，可以装很多不过看了一下官网上的价格，税费太高，三千多的平板，有五六百元的税费，下次在美国直购，估计可以省很多钱。新iPad cellular版的买不到，跟iPad Pro比较起来，价格相差一倍。不同版本的产品，规格也不一样,2017-08-25 15:08:37,,128G WLAN版,金色,银牌会员,
学生党刚入手，也是首次入手。感觉不错，基本丢弃7p，仅存短信电话功能&hellip;&hellip;mini4也是比较后选择这款的，毕竟虽然重了点但买新不买旧嘛。,2017-11-05 10:16:19,来自京东iPhone客户端,128G WLAN版,金色,PLUS会员,
很不错！手感很好,2017-11-19 22:30:24,来自京东Android客户端,128G WLAN版,金色,金牌会员,
漂亮！！特别喜欢用了几天才评价，远行很流畅一点都不卡，！频很清晰，很好的宝贝支持京东自营,2017-11-10 06:59:13,来自京东iPhone客户端,128G WLAN版,金色,PLUS会员,
真的很不错，特别是要谢谢客服耐心讲解，赞一个，用了才来评价的，真心不错，现在已经慢慢摸懂这个了?,2017-11-14 12:28:03,来自京东Android客户端,128G WLAN版,金色,银牌会员,
"纠结了很长时间，最后去实体店体验了下还是决定买个大屏的。京东发货蛮快的。收到之后还特意打电话问平板有没有收到货。服务很好。查询了下激活日期，是新机。
使用感还不错，就是屏幕的触感不是很棒。不过并不影响使用。",2017-11-30 15:35:48,来自京东Android客户端,128G WLAN版,金色,PLUS会员,
双十一买的，狠划算，电器我都在京东买，速度快，晚上回来就看电视剧，速度，画面都跟清楚，买电器一直信耐京东。,2017-11-16 22:30:01,来自京东iPhone客户端,128G WLAN版,金色,金牌会员,
必须赞赞赞！京东买的东西超级好，快递也很快态度非常好，双十一拍的第二天就到了，正品正品正品，不错不错不错！,2017-11-18 22:38:29,来自京东iPhone客户端,128G WLAN版,金色,金牌会员,
第一次在京东上买东西，超爽，屏幕够大，系统很顺畅，查过了，是正品，双11下的单，第二天就到了，物流好评,2017-11-15 11:31:51,来自京东Android客户端,128G WLAN版,金色,银牌会员,
没有办公需求，只有影音娱乐。所以买一个iPad就可以了。性能也很强大，只可惜有Pro之后，就不给上x处理器了。有点厚，但是相对续航就更给力一些。没有疏油层，但是反正也要贴膜。,2017-11-09 00:58:45,来自京东iPhone客户端,128G WLAN版,金色,PLUS会员,
应该是正品，还没有验机，相信京东，优惠大，值得购买,2017-11-09 11:10:19,来自京东iPhone客户端,128G WLAN版,金色,PLUS会员,
关注了一段时间，这次有满减活动，感觉应该也就这个价格了，所以就订了一个，只是没有抢到深空灰色的!只抢到了金色，包装是全新未拆封的，开机试用了一下，目前没有问题，之后如果有问题在来追评,2017-11-04 15:11:44,来自京东Android客户端,128G WLAN版,金色,PLUS会员,
买回来用了一段时间了，电池续航真是没的说，一看就一天，哈哈，再也不用担心追剧没电了，运行速度也是没得说，从来没卡过，要是能送一个保护膜就好了，都是我又另购买的，等了好几天没舍得摘掉保护膜。,2017-11-30 11:16:54,来自京东iPhone客户端,128G WLAN版,金色,PLUS会员,
刚刚收到，手感不错，还没用，等用了在补评论。反正我挺喜欢的,2017-11-04 12:05:45,来自京东Android客户端,128G WLAN版,金色,PLUS会员[试用],
iPad很好，双十一买的，666，官网查序列号了，新机，信赖京东，希望京东越来越给力！,2017-11-18 13:39:50,来自京东iPhone客户端,128G WLAN版,金色,钻石会员,
很满意，是正品，昨天刚到的货，不懂的问客服她会很耐心的跟你解释。昨天晚上查询下序列号的时间是正确的，我是11月2号发货的查询显示的是到明年11月2号，电话技术显示支持，好评好评。在用段时间看看。,2017-11-04 16:08:31,来自京东Android客户端,128G WLAN版,金色,银牌会员,
说句实话话吧，做工不怎么样，屏幕周边都是胶水，我都怀疑是不是翻新货，有视频，自己看，,2017-11-22 00:01:03,来自京东iPhone客户端,128G WLAN版,金色,金牌会员,
还可以 就是客服有些不懂变通 没拆封 送老婆的 应该是正品 快递给我放在小学对面的一个文具店了 说是什么代理点 排面也没京东的商标 其他没啥了,2017-11-01 16:16:32,来自京东iPhone客户端,128G WLAN版,金色,银牌会员,
这个东西很棒，我只晒一下下它的照相效果，杠杠的，哈啊啊。,2017-11-27 14:07:05,来自京东Android客户端,128G WLAN版,金色,PLUS会员,
双十一买的。挺不错的。隔天就收到了。买给孩子玩。再也不跟我抢手机了。哈哈,2017-11-29 15:10:35,来自京东iPhone客户端,128G WLAN版,金色,金牌会员,
"非常感谢京东商城给予的优质的服务，从仓储管理、物流配送等各方面都是做的非常好的。送货及时，配送员也非常的热情，有时候不方便收件的时候，也安排时间另行配送。同时京东商城在售后管理上也非常好的，以解客户忧患，排除万难。给予我们非常好的购物体验。
Thank you very much for the excellent service provided by Jingdong mall, and it is very good to do in warehouse management, logistics, distribution and so on. Delivery in a timely manner, distribution staff is also very enthusiastic, and sometimes inconvenient to receive the time, but also arranged for time to be delivered. At the same time in the mall management Jingdong customer service is also very good, to solve customer suffering, overcome all difficulties. Give us a very good shopping experience",2017-11-14 00:40:50,,128G WLAN版,金色,PLUS会员,"非常感谢京东商城给予的优质的服务，从仓储管理、物流配送等各方面都是做的非常好的。送货及时，配送员也非常的热情，有时候不方便收件的时候，也安排时间另行配送。同时京东商城在售后管理上也非常好的，以解客户忧患，排除万难。给予我们非常好的购物体验。
Thank you very much for the excellent service provided by Jingdong mall, and it is very good to do in warehouse management, logistics, distribution and so on. Delivery in a timely manner, distribution staff is also very enthusiastic, and sometimes inconvenient to receive the time, but also arranged for time to be delivered. At the same time in the mall management Jingdong customer service is also very good, to solve customer suffering, overcome all difficulties. Give us a very good shopping experience"
双11预售活动付100定金返400。等了四天，快递还是蛮给力的，机子也挺好。,2017-11-02 16:58:16,来自京东Android客户端,128G WLAN版,金色,钻石会员,
昨天收到的，用了一下感觉非常好，查了是正品。非常感谢客服对物流信息的耐心解答～手机也是在京东自营店买的，非常值得信赖！双十一的价位比较划算～非常满意的一次购物体验～,2017-11-15 13:06:07,来自京东iPhone客户端,128G WLAN版,金色,PLUS会员[试用],
发货速度快，买来送人的，具体我不知道怎么样，反馈还不错?,2017-11-10 09:32:48,来自京东Android客户端,128G WLAN版,金色,金牌会员,用了一天，发现IPAD右下角有白光点，申请售后，客服说，已签收居然不支持七天无理由退换货，不爽。
非常不错的一次购物，正在使用中，以后再来评价,2017-11-09 23:54:56,来自京东Android客户端,128G WLAN版,金色,金牌会员,
看到快递小哥半夜送来给五星，水军很多，速度其他都好不办公这款够用了，买的大家要想清楚，看图片看视频没??苹果4的手机清晰，不知道是不是屏幕大了，除了不清晰，其他都很完美,2017-11-14 15:16:32,来自京东iPhone客户端,128G WLAN版,金色,银牌会员,
东子收到了 尺寸比想象的大。挺薄的。信赖京东 好评,2017-11-09 20:58:18,来自京东iPhone客户端,128G WLAN版,金色,金牌会员,
手游不卡，视频不卡，客服好有耐心，东西是正品哦,2017-11-23 12:50:59,来自京东Android客户端,128G WLAN版,金色,银牌会员,
快递挺快的，用着可以，顺畅。总体来说还不错！,2017-11-24 13:19:42,来自京东iPhone客户端,128G WLAN版,金色,银牌会员,
不错，正在使用是正品哈哈,2017-11-11 22:07:18,来自京东iPhone客户端,128G WLAN版,金色,PLUS会员,
老公给我买的，很喜欢,2017-11-17 10:03:11,来自京东iPhone客户端,128G WLAN版,金色,PLUS会员,
确实不错  是真货  再网上查了  不过发票是电子发票  要48小时到  目前还没好收到发票  第一次再网上买几千块的东西_总而言之挺满意的一次购物,2017-11-17 01:33:39,来自京东Android客户端,128G WLAN版,金色,银牌会员,
很满意，预定有优惠，最没想到今天就送货了！京东很靠谱！升级到最新的iso11，确实很多交互逻辑还没弄清楚！慢慢学习吧！,2017-11-01 18:28:09,来自京东Android客户端,128G WLAN版,金色,PLUS会员,
非常相信京东自营的东西，确实正品。机机很流畅，从拿到手一直玩了几个钟没见卡屏，发热等现象。打算买台iPhone都从京东入手。,2017-11-15 22:52:58,来自京东Android客户端,128G WLAN版,金色,PLUS会员[试用],
非常好～～～～～～～～,2017-11-17 12:30:16,来自京东Android客户端,128G WLAN版,金色,银牌会员,
京东双11买的，价格很给力，快递很给力，iPad全新，包装，很给力，京东一如既往的给力！,2017-11-02 21:28:12,来自京东Android客户端,128G WLAN版,金色,PLUS会员,
说实话物品真的好的没话说这客服有好有坏没耐心你当什么客服五星全给物品和物流客服也可以是全新的货很好看也很不错五星好吧,2017-11-04 10:45:20,来自京东iPhone客户端,128G WLAN版,金色,PLUS会员,
宝贝包装很好，时尚大方，外观漂亮，性价比很高，质量很好和描述一致，系统使用流畅，反应速度很快，外观和手感握持都很好，像素高，拍照清晰，音质不错，上网非常流外观和手感握持都很好，像素高，拍照清晰，快递也快，不错，好评！ 好评,2017-11-12 09:48:23,来自京东Android客户端,128G WLAN版,金色,PLUS会员,
"这是我预先写好保存在电脑里的，懒得每次都写了,我
为什么喜欢在京东买东西，因为今天买明天就可以送
到。我为什么每个商品的评价都一样,因为在京东买的
东西太多太多了，导致积累了很多末评价的订单，所以
我统一用这段话作为评价内容。
京东购物这么久，有买
到很好的产品,也有买到比较坑的产品,如果我用这段
话来评价，说明这款产品没问题，至少98 分以上。支持东哥",2017-11-10 12:51:55,来自京东Android客户端,128G WLAN版,金色,PLUS会员,
用着感觉很好，色彩什么的都不错。就是注册起来有点麻烦，正品。有优惠券差不多二千九购入。如果喜欢的话建议购买。,2017-11-10 21:07:30,来自京东Android客户端,128G WLAN版,金色,PLUS会员,
早就想买了就等双十一，没失望价格便宜质量一点问题都没有，赞一个?,2017-11-03 07:22:38,来自京东Android客户端,128G WLAN版,金色,PLUS会员,
买给孩子看学习视频的，画面清晰，速度流畅，内存够大，孩子喜欢，家长更喜欢，追剧神器,2017-11-05 14:36:03,来自京东iPhone客户端,128G WLAN版,金色,PLUS会员,
东西很好，3088，就是发货太慢了，快递小哥很棒，服务态度很好，网上业务员也很棒，回答问题很耐心,2017-11-14 17:20:26,来自京东Android客户端,128G WLAN版,金色,PLUS会员,
很喜欢盯了好久了，满三千减了400买的，双11比从朋友那里拿9折还要便宜一点，序列号查了是新货，用了两天了，目前很满意,2017-11-10 11:51:52,来自京东iPhone客户端,128G WLAN版,金色,金牌会员,
拿来玩网易游戏《终结者2&bull;审判日》有点重，不过视野很好，伏地魔快快受死。嘻嘻！本人贴了一个钢化膜哈哈,2017-11-27 23:20:47,来自京东iPhone客户端,128G WLAN版,金色,金牌会员,
在平板中，苹果的最好用，耐用，流畅，不死机，买来送人挺好的，在京东买放心，不要担心买到假货。,2017-11-08 20:10:19,来自京东iPhone客户端,128G WLAN版,金色,PLUS会员,
用着挺好的，运送也非常快。没什么毛病，喜欢。在考虑要不要买延保，有没有小伙伴可以给点建议。,2017-11-21 20:11:26,来自京东iPhone客户端,128G WLAN版,金色,PLUS会员[试用],
非常不错，确实是新机，收货的时候外面盒子还坏了，当时吓死了，拆开里面没问题，平板还是iPad吧，能用的久一点,2017-11-25 15:05:24,来自京东Android客户端,128G WLAN版,金色,金牌会员,
查了是正品，价格比实体店便宜。也很好用，自己陪了钢化膜和外壳。不错,2017-10-31 09:27:39,来自京东iPhone客户端,128G WLAN版,金色,钻石会员,
完整包装，新机未拆，以旧换新换的新iPad，从第一代产品用到现在。一直是心头大爱，信得过京东。,2017-11-08 14:18:53,来自京东iPhone客户端,128G WLAN版,金色,钻石会员,
用了几天了，质量没啥问题。感觉自己买错了，9.7寸真的好大。不适合玩王者荣耀，操作不过来。迷你4就好了。,2017-11-05 21:42:53,来自京东iPhone客户端,128G WLAN版,金色,金牌会员,
用了一个月才来评价，苹果的东西还是很好的，京东搞活动买的，只花了3083，用来看视频、看课件很方便。,2017-12-02 10:54:54,来自京东Android客户端,128G WLAN版,金色,金牌会员,
是未激活的新品，撑着活动买了一波，还算便宜吧，其实618的时候更便宜，后悔当时没买,2017-11-14 15:43:32,来自京东Android客户端,128G WLAN版,金色,PLUS会员,
用了一段时间来评论的，商品很好，很喜欢，一直想要这个东西，终于下定决心买了它，拿回来看看电视，可以的,2017-11-20 18:38:26,来自京东iPhone客户端,128G WLAN版,金色,金牌会员,
一直都没买个ipad，为了闺女学英语，果断买了一个。中午收到，晚上用起，不错?,2017-11-17 20:10:31,来自京东Android客户端,128G WLAN版,金色,PLUS会员,
很好、查了一下序列号、最新的！就是等了很多天、一开始买的时候显示有货、给完钱就显示采购中了、等了五天,2017-11-16 11:03:18,来自京东iPhone客户端,128G WLAN版,金色,银牌会员,
"非常感谢京东商城给予的优质的服务，从仓储管理、物流配送等各方面都是做的非常好的。送货及时，配送员也非常的热情，有时候不方便收件的时候，也安排时间另行配送。同时京东商城在售后管理上也非常好的，以解客户忧患，排除万难。给予我们非常好的购物体验。顺商祺！
Thank you very much for the excellent service provided by Jingdong mall, and it is very good to do in warehouse management, logistics, distribution and so on. Delivery in a timely manner, distribution staff is also very enthusiastic, and sometimes inconvenient to receive the time, but also arranged for time to be delivered. At the same time in the mall management Jingdong customer service is also very good, to solve customer suffering, overcome all difficulties. Give us a very good shopping experience. Shun Kei kei!",2017-11-10 22:43:17,,128G WLAN版,金色,PLUS会员,
东西非常好，用起来很给力，这是一次不错的购物体验，京东good,2017-11-14 17:06:27,来自京东Android客户端,128G WLAN版,金色,PLUS会员,
ios系统这次接触，还是平板。买的时候想的是看电影，减轻手机负担。目前比较满意。相信京东。,2017-11-27 17:56:41,来自京东Android客户端,128G WLAN版,金色,金牌会员,
京东速度超快，到货马上拆包按步骤设置成功，查询序列号没问题，?开心，以后大件还会来京东购,2017-11-17 22:22:46,来自京东Android客户端,128G WLAN版,金色,金牌会员,
买家给孩子玩的 弟弟妹妹的孩子也要  赶着双十一 3300买的感觉贵了 用卡支付方式买的,2017-11-16 11:57:42,来自京东iPhone客户端,128G WLAN版,金色,金牌会员,
"&quot;非常感谢京东商城给予的优质的服务，从仓储管理、物流配送等各方面都是做的非常好的。送货及时，配送员也非常的热情，有时候不方便收件的时候，也安排时间另行配送。同时京东商城在售后管理上也非常好的，以解客户忧患，排除万难。给予我们非常好的购物体验。
Thank you very much for the excellent service provided by Jingdong mall, and it is very good to do in warehouse management, logistics, distribution and so on. Delivery in a timely manner, distribution staff is also very enthusiastic, and sometimes inconvenient to receive the time, but also arranged for time to be delivered. At the same time in the mall management Jingdong customer service is also very good, to solve customer suffering, overcome all difficulties. Give us a very good shopping experience. ！&quot;",2017-11-26 13:10:39,,128G WLAN版,金色,PLUS会员,
和想象中的一样棒，很薄，双十一买，比平时便宜了不少，秒杀的很值得。,2017-11-16 21:50:02,来自京东iPhone客户端,128G WLAN版,金色,PLUS会员,
不过很好，很快就收到了，东西非常不错，机子也很好，喜欢啊,2017-11-01 23:38:20,来自京东iPhone客户端,128G WLAN版,金色,PLUS会员,
